incidencia_id;viaje_id;vehiculo_id;conductor_id;linea_id;fecha;anno;mes;hora_incidencia;tipo_incidencia;categoria;severidad;requiere_retirada;duracion_resolucion_dias;vehiculo_sustituto;coste_estimado_eur
2937;19016;33;5;7;14/08/2022;2022;8;10:21:00;Fallo climatizacion;Vehiculo;Baja;FALSO;8;FALSO;22526
2938;14760;19;5;3;08/02/2024;2024;2;14:24:00;Condiciones meteo;Externo;Media;FALSO;11;FALSO;0
2939;18120;19;5;8;05/04/2022;2022;4;22:21:00;Vandalismo;Seguridad;Media;FALSO;5;FALSO;5904
2940;42882;1;15;9;13/10/2024;2024;10;21:51:00;Pinchazo;Vehiculo;Media;VERDADERO;9;FALSO;13062
2941;36208;5;5;3;11/03/2023;2023;3;11:41:00;Pasajero enfermo;Servicio;Media;FALSO;21;FALSO;9844
2942;49475;42;28;5;30/09/2022;2022;9;6:01:00;Retencion trafico;Externo;Baja;FALSO;5;FALSO;419
2943;1825;20;6;1;07/07/2022;2022;7;15:31:00;Fallo climatizacion;Vehiculo;Baja;FALSO;36;FALSO;14381
2944;46195;38;24;2;08/03/2022;2022;3;19:00:00;Fallo electrico;Vehiculo;Alta;VERDADERO;68;VERDADERO;13310
2945;25435;26;12;4;15/07/2023;2023;7;14:50:00;Obras calzada;Externo;Media;FALSO;5;FALSO;0
2946;40079;12;12;4;19/08/2023;2023;8;21:34:00;Fallo climatizacion;Vehiculo;Baja;FALSO;5;FALSO;21167
2947;8910;7;7;9;20/10/2022;2022;10;16:20:00;Averia mecanica;Vehiculo;Alta;VERDADERO;124;VERDADERO;101687
2948;20854;23;23;6;23/02/2023;2023;2;7:00:00;Accidente grave;Seguridad;Critica;VERDADERO;13;FALSO;1265881
2949;27451;26;12;1;17/12/2022;2022;12;6:44:00;Vandalismo;Seguridad;Media;FALSO;5;FALSO;49304
2950;31938;19;19;7;01/03/2022;2022;3;19:00:00;Accidente grave;Seguridad;Critica;VERDADERO;33;VERDADERO;446528
2951;6947;18;4;8;16/05/2024;2024;5;18:44:00;Vandalismo;Seguridad;Media;FALSO;35;FALSO;7468
2952;9686;27;27;3;03/09/2022;2022;9;19:31:00;Pasajero enfermo;Servicio;Media;FALSO;12;FALSO;9105
2953;34335;22;8;4;16/12/2024;2024;12;14:01:00;Retencion trafico;Externo;Baja;FALSO;5;FALSO;1178
2954;46759;14;28;9;21/01/2024;2024;1;7:31:00;Fallo electrico;Vehiculo;Alta;VERDADERO;16;VERDADERO;88381
2955;28475;42;28;10;30/04/2023;2023;4;22:33:00;Pinchazo;Vehiculo;Media;VERDADERO;6;VERDADERO;8796
2956;18669;22;22;8;11/05/2023;2023;5;18:10:00;Averia mecanica;Vehiculo;Alta;VERDADERO;11;VERDADERO;173254
2957;37157;30;2;6;22/08/2022;2022;8;20:40:00;Pinchazo;Vehiculo;Media;VERDADERO;12;VERDADERO;10256
2958;3565;38;10;4;01/11/2022;2022;11;6:20:00;Retencion trafico;Externo;Baja;FALSO;10;FALSO;934
2959;28541;24;10;4;25/06/2022;2022;6;9:50:00;Fallo climatizacion;Vehiculo;Baja;FALSO;5;FALSO;8587
2960;18050;33;19;8;21/01/2023;2023;1;13:51:00;Averia mecanica;Vehiculo;Alta;VERDADERO;12;VERDADERO;269735
2961;28080;25;25;4;26/06/2024;2024;6;20:52:00;Retencion trafico;Externo;Baja;FALSO;36;FALSO;4359
2962;28533;16;2;1;26/06/2024;2024;6;8:40:00;Huelga parcial;Operacional;Alta;VERDADERO;74;VERDADERO;0
2963;21421;2;2;1;12/02/2022;2022;2;17:08:00;Huelga parcial;Operacional;Alta;VERDADERO;5;FALSO;0
2964;323;30;16;6;19/11/2024;2024;11;19:35:00;Huelga parcial;Operacional;Alta;VERDADERO;33;VERDADERO;0
2965;47971;8;8;9;19/03/2023;2023;3;8:44:00;Averia mecanica;Vehiculo;Alta;VERDADERO;152;VERDADERO;151012
2966;19346;27;27;4;31/12/2022;2022;12;16:01:00;Averia mecanica;Vehiculo;Alta;VERDADERO;12;VERDADERO;154333
2967;14805;22;22;6;09/04/2022;2022;4;21:03:00;Condiciones meteo;Externo;Media;FALSO;8;FALSO;0
2968;45992;3;17;7;04/05/2024;2024;5;14:00:00;Huelga parcial;Operacional;Alta;VERDADERO;23;FALSO;0
2969;45620;9;9;4;04/12/2023;2023;12;11:30:00;Retencion trafico;Externo;Baja;FALSO;5;FALSO;3719
2970;49166;27;27;3;21/08/2023;2023;8;17:44:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
2971;28280;15;1;6;12/06/2022;2022;6;15:51:00;Huelga parcial;Operacional;Alta;VERDADERO;80;VERDADERO;0
2972;38832;25;25;5;27/02/2022;2022;2;10:40:00;Huelga parcial;Operacional;Alta;VERDADERO;22;VERDADERO;0
2973;29277;4;18;8;06/09/2024;2024;9;11:11:00;Accidente grave;Seguridad;Critica;VERDADERO;42;FALSO;1441002
2974;27489;22;22;8;05/12/2024;2024;12;14:02:00;Fallo electrico;Vehiculo;Alta;VERDADERO;8;VERDADERO;184012
2975;43006;41;27;5;16/05/2023;2023;5;10:55:00;Huelga parcial;Operacional;Alta;VERDADERO;24;VERDADERO;0
2976;10497;40;26;9;17/11/2024;2024;11;21:31:00;Fallo electrico;Vehiculo;Alta;VERDADERO;69;VERDADERO;59222
2977;42663;34;20;9;09/01/2024;2024;1;9:51:00;Fallo climatizacion;Vehiculo;Baja;FALSO;5;FALSO;23434
2978;5529;28;14;8;06/04/2024;2024;4;17:13:00;Fallo electrico;Vehiculo;Alta;VERDADERO;91;VERDADERO;157118
2979;35388;25;25;5;22/04/2024;2024;4;9:00:00;Huelga parcial;Operacional;Alta;VERDADERO;76;VERDADERO;0
2980;31209;4;18;1;12/05/2023;2023;5;20:43:00;Huelga parcial;Operacional;Alta;VERDADERO;71;VERDADERO;0
2981;40988;39;25;1;17/06/2022;2022;6;7:04:00;Averia mecanica;Vehiculo;Alta;VERDADERO;70;FALSO;177038
2982;21333;40;26;5;27/12/2024;2024;12;9:10:00;Pinchazo;Vehiculo;Media;VERDADERO;16;FALSO;20687
2983;3403;2;16;5;11/05/2023;2023;5;20:40:00;Obras calzada;Externo;Media;FALSO;6;FALSO;0
2984;7781;12;26;1;04/07/2022;2022;7;12:50:00;Condiciones meteo;Externo;Media;FALSO;53;FALSO;0
2985;27136;5;5;7;20/11/2024;2024;11;11:26:00;Huelga parcial;Operacional;Alta;VERDADERO;42;VERDADERO;0
2986;45930;25;11;1;24/05/2022;2022;5;21:31:00;Retencion trafico;Externo;Baja;FALSO;7;FALSO;2129
2987;25716;13;13;1;08/10/2024;2024;10;6:36:00;Accidente leve;Seguridad;Alta;VERDADERO;29;FALSO;181313
2988;22230;13;27;8;22/12/2024;2024;12;10:20:00;Pinchazo;Vehiculo;Media;VERDADERO;55;FALSO;17819
2989;483;22;8;7;02/12/2023;2023;12;14:11:00;Averia mecanica;Vehiculo;Alta;VERDADERO;16;VERDADERO;117248
2990;28662;19;19;5;15/01/2022;2022;1;16:25:00;Huelga parcial;Operacional;Alta;VERDADERO;29;VERDADERO;0
2991;14182;29;15;5;05/12/2023;2023;12;6:36:00;Accidente leve;Seguridad;Alta;VERDADERO;61;VERDADERO;108389
2992;39685;38;10;6;17/05/2022;2022;5;13:00:00;Averia mecanica;Vehiculo;Alta;VERDADERO;19;VERDADERO;65288
2993;8791;14;28;4;23/08/2023;2023;8;11:18:00;Accidente leve;Seguridad;Alta;VERDADERO;9;FALSO;397303
2994;38979;4;4;7;13/11/2023;2023;11;9:10:00;Accidente grave;Seguridad;Critica;VERDADERO;22;VERDADERO;235568
2995;40402;41;27;7;02/04/2023;2023;4;19:28:00;Pasajero enfermo;Servicio;Media;FALSO;5;FALSO;2572
2996;2875;20;20;10;07/12/2022;2022;12;5:41:00;Accidente leve;Seguridad;Alta;VERDADERO;41;VERDADERO;346514
2997;45436;35;21;3;19/10/2023;2023;10;13:41:00;Condiciones meteo;Externo;Media;FALSO;22;FALSO;0
2998;22604;9;9;8;03/08/2022;2022;8;14:25:00;Vandalismo;Seguridad;Media;FALSO;23;FALSO;40793
2999;37028;27;13;9;13/08/2024;2024;8;16:20:00;Accidente grave;Seguridad;Critica;VERDADERO;94;FALSO;436285
3000;44394;1;15;3;20/04/2022;2022;4;17:32:00;Accidente grave;Seguridad;Critica;VERDADERO;14;VERDADERO;1037432
3001;4216;17;17;10;19/08/2024;2024;8;23:50:00;Accidente leve;Seguridad;Alta;VERDADERO;43;VERDADERO;185968
3002;33068;15;1;7;23/01/2022;2022;1;12:32:00;Fallo electrico;Vehiculo;Alta;VERDADERO;5;VERDADERO;158509
3003;13592;27;13;5;06/02/2022;2022;2;8:14:00;Accidente leve;Seguridad;Alta;VERDADERO;5;VERDADERO;341653
3004;44341;32;18;9;22/04/2024;2024;4;17:12:00;Condiciones meteo;Externo;Media;FALSO;31;FALSO;0
3005;38870;21;7;7;27/04/2023;2023;4;15:30:00;Pasajero enfermo;Servicio;Media;FALSO;5;FALSO;668
3006;46869;40;26;2;18/03/2024;2024;3;10:46:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
3007;374;39;11;4;17/02/2024;2024;2;15:23:00;Fallo electrico;Vehiculo;Alta;VERDADERO;5;VERDADERO;158755
3008;48582;31;3;3;03/10/2023;2023;10;6:14:00;Accidente grave;Seguridad;Critica;VERDADERO;35;VERDADERO;1428719
3009;39617;12;26;7;03/01/2022;2022;1;15:10:00;Huelga parcial;Operacional;Alta;VERDADERO;8;VERDADERO;0
3010;27089;42;14;6;18/02/2022;2022;2;20:26:00;Pasajero enfermo;Servicio;Media;FALSO;5;FALSO;8444
3011;32025;22;22;7;09/02/2023;2023;2;11:07:00;Averia mecanica;Vehiculo;Alta;VERDADERO;85;VERDADERO;54119
3012;21635;6;20;10;12/02/2022;2022;2;22:00:00;Fallo electrico;Vehiculo;Alta;VERDADERO;33;FALSO;119271
3013;4580;3;17;10;02/05/2023;2023;5;3:59:00;Averia mecanica;Vehiculo;Alta;VERDADERO;27;FALSO;171174
3014;39393;40;26;9;06/12/2024;2024;12;11:40:00;Huelga parcial;Operacional;Alta;VERDADERO;27;FALSO;0
3015;17783;18;4;10;25/08/2024;2024;8;5:48:00;Fallo climatizacion;Vehiculo;Baja;FALSO;8;FALSO;22666
3016;40303;26;12;1;23/06/2024;2024;6;12:21:00;Accidente leve;Seguridad;Alta;VERDADERO;5;VERDADERO;142696
3017;19517;30;2;2;06/03/2024;2024;3;11:52:00;Averia mecanica;Vehiculo;Alta;VERDADERO;72;FALSO;15760
3018;28310;3;3;9;25/05/2022;2022;5;8:41:00;Obras calzada;Externo;Media;FALSO;12;FALSO;0
3019;12618;19;19;6;31/10/2024;2024;10;13:01:00;Obras calzada;Externo;Media;FALSO;15;FALSO;0
3020;35499;10;24;2;24/01/2022;2022;1;8:04:00;Averia mecanica;Vehiculo;Alta;VERDADERO;97;VERDADERO;59346
3021;35885;18;18;5;01/02/2022;2022;2;18:41:00;Fallo climatizacion;Vehiculo;Baja;FALSO;16;FALSO;7916
3022;31745;36;22;7;17/02/2022;2022;2;6:50:00;Fallo climatizacion;Vehiculo;Baja;FALSO;38;FALSO;1052
3023;48721;2;2;8;27/10/2022;2022;10;11:00:00;Vandalismo;Seguridad;Media;FALSO;11;FALSO;19973
3024;13912;11;25;6;11/02/2024;2024;2;17:50:00;Accidente leve;Seguridad;Alta;VERDADERO;50;VERDADERO;75153
3025;7095;40;12;1;01/05/2024;2024;5;12:00:00;Pinchazo;Vehiculo;Media;VERDADERO;7;FALSO;10059
3026;15401;30;2;6;04/06/2023;2023;6;19:51:00;Fallo electrico;Vehiculo;Alta;VERDADERO;195;VERDADERO;162373
3027;42130;5;19;4;17/09/2023;2023;9;15:23:00;Pinchazo;Vehiculo;Media;VERDADERO;6;VERDADERO;29067
3028;29298;25;11;2;05/04/2023;2023;4;17:51:00;Pinchazo;Vehiculo;Media;VERDADERO;16;FALSO;22006
3029;33130;35;7;5;26/07/2024;2024;7;16:44:00;Pinchazo;Vehiculo;Media;VERDADERO;18;VERDADERO;34682
3030;29117;12;26;1;09/04/2023;2023;4;16:21:00;Retencion trafico;Externo;Baja;FALSO;29;FALSO;1278
3031;7688;3;17;2;23/03/2022;2022;3;21:34:00;Accidente grave;Seguridad;Critica;VERDADERO;5;VERDADERO;39099
3032;45115;8;8;10;18/03/2022;2022;3;1:50:00;Condiciones meteo;Externo;Media;FALSO;13;FALSO;0
3033;63;22;8;7;17/04/2024;2024;4;20:05:00;Vandalismo;Seguridad;Media;FALSO;5;FALSO;11248
3034;25110;37;23;3;07/04/2023;2023;4;8:51:00;Vandalismo;Seguridad;Media;FALSO;34;FALSO;4065
3035;12025;14;14;9;29/04/2023;2023;4;14:40:00;Condiciones meteo;Externo;Media;FALSO;20;FALSO;0
3036;37596;7;21;1;12/11/2022;2022;11;11:11:00;Fallo climatizacion;Vehiculo;Baja;FALSO;10;FALSO;26479
3037;7893;40;26;9;29/01/2023;2023;1;12:12:00;Fallo electrico;Vehiculo;Alta;VERDADERO;54;VERDADERO;41105
3038;20266;23;23;8;05/10/2023;2023;10;15:34:00;Accidente leve;Seguridad;Alta;VERDADERO;29;FALSO;167993
3039;49707;22;8;9;15/11/2022;2022;11;15:30:00;Vandalismo;Seguridad;Media;FALSO;12;FALSO;16734
3040;47293;2;2;5;01/03/2024;2024;3;14:03:00;Pasajero enfermo;Servicio;Media;FALSO;5;FALSO;411
3041;22682;3;3;5;09/01/2022;2022;1;20:30:00;Condiciones meteo;Externo;Media;FALSO;10;FALSO;0
3042;29910;7;7;10;27/12/2022;2022;12;23:04:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
3043;2386;35;7;3;08/05/2023;2023;5;18:20:00;Retencion trafico;Externo;Baja;FALSO;5;FALSO;1494
3044;25885;14;14;8;04/11/2024;2024;11;19:42:00;Pasajero enfermo;Servicio;Media;FALSO;5;FALSO;5822
3045;3185;36;22;4;25/04/2024;2024;4;22:33:00;Accidente grave;Seguridad;Critica;VERDADERO;14;FALSO;129205
3046;21753;40;26;2;27/02/2024;2024;2;7:18:00;Vandalismo;Seguridad;Media;FALSO;19;FALSO;52427
3047;8359;2;16;6;30/04/2024;2024;4;17:01:00;Fallo electrico;Vehiculo;Alta;VERDADERO;19;VERDADERO;165534
3048;4996;41;13;5;20/08/2023;2023;8;7:26:00;Pinchazo;Vehiculo;Media;VERDADERO;6;VERDADERO;10758
3049;19991;42;28;5;09/05/2023;2023;5;19:11:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
3050;37219;8;8;3;26/01/2023;2023;1;15:41:00;Pasajero enfermo;Servicio;Media;FALSO;5;FALSO;9843
3051;45048;25;25;8;07/09/2024;2024;9;8:10:00;Pasajero enfermo;Servicio;Media;FALSO;15;FALSO;2158
3052;13735;2;16;5;07/08/2024;2024;8;14:31:00;Fallo electrico;Vehiculo;Alta;VERDADERO;32;VERDADERO;128883
3053;6112;23;9;5;16/11/2022;2022;11;8:16:00;Fallo electrico;Vehiculo;Alta;VERDADERO;141;FALSO;167956
3054;5374;41;27;10;10/07/2024;2024;7;23:40:00;Pasajero enfermo;Servicio;Media;FALSO;5;FALSO;9516
3055;42275;24;24;1;11/10/2023;2023;10;13:00:00;Vandalismo;Seguridad;Media;FALSO;5;FALSO;29703
3056;12432;1;1;9;13/02/2023;2023;2;12:44:00;Huelga parcial;Operacional;Alta;VERDADERO;71;FALSO;0
3057;7919;24;24;10;16/06/2022;2022;6;4:39:00;Retencion trafico;Externo;Baja;FALSO;18;FALSO;4534
3058;35812;29;1;10;15/12/2024;2024;12;0:30:00;Fallo climatizacion;Vehiculo;Baja;FALSO;13;FALSO;16061
3059;37631;42;28;10;24/07/2022;2022;7;22:40:00;Accidente leve;Seguridad;Alta;VERDADERO;7;VERDADERO;58122
3060;12141;4;18;2;31/08/2024;2024;8;12:51:00;Vandalismo;Seguridad;Media;FALSO;8;FALSO;51171
3061;39635;30;16;1;27/10/2023;2023;10;7:12:00;Fallo climatizacion;Vehiculo;Baja;FALSO;35;FALSO;9098
3062;9646;29;15;10;09/05/2023;2023;5;1:40:00;Fallo electrico;Vehiculo;Alta;VERDADERO;62;VERDADERO;172429
3063;43842;37;23;9;20/08/2024;2024;8;7:19:00;Obras calzada;Externo;Media;FALSO;5;FALSO;0
3064;36449;36;22;4;21/05/2022;2022;5;20:45:00;Fallo climatizacion;Vehiculo;Baja;FALSO;37;FALSO;6125
3065;25314;31;3;2;26/06/2023;2023;6;16:11:00;Huelga parcial;Operacional;Alta;VERDADERO;41;VERDADERO;0
3066;46536;1;1;8;10/06/2024;2024;6;16:34:00;Condiciones meteo;Externo;Media;FALSO;13;FALSO;0
3067;5305;14;14;7;28/03/2024;2024;3;21:00:00;Retencion trafico;Externo;Baja;FALSO;21;FALSO;1235
3068;38770;5;19;3;21/10/2023;2023;10;7:20:00;Fallo climatizacion;Vehiculo;Baja;FALSO;5;FALSO;22256
3069;22446;19;19;8;26/06/2022;2022;6;6:31:00;Fallo electrico;Vehiculo;Alta;VERDADERO;6;VERDADERO;12465
3070;10325;36;22;5;15/05/2023;2023;5;10:10:00;Averia mecanica;Vehiculo;Alta;VERDADERO;17;VERDADERO;61845
3071;37747;32;4;2;11/12/2022;2022;12;6:41:00;Pasajero enfermo;Servicio;Media;FALSO;61;FALSO;3486
3072;41365;38;10;9;17/08/2023;2023;8;19:58:00;Pinchazo;Vehiculo;Media;VERDADERO;9;FALSO;39624
3073;3181;32;18;4;10/01/2024;2024;1;19:31:00;Huelga parcial;Operacional;Alta;VERDADERO;117;FALSO;0
3074;29110;5;19;8;18/06/2024;2024;6;9:44:00;Pasajero enfermo;Servicio;Media;FALSO;24;FALSO;7227
3075;26630;3;3;1;16/09/2022;2022;9;7:31:00;Averia mecanica;Vehiculo;Alta;VERDADERO;57;VERDADERO;28372
3076;17021;12;26;8;08/03/2022;2022;3;17:32:00;Fallo electrico;Vehiculo;Alta;VERDADERO;7;VERDADERO;155338
3077;4615;38;24;4;03/08/2022;2022;8;14:10:00;Averia mecanica;Vehiculo;Alta;VERDADERO;8;FALSO;130288
3078;30559;26;12;7;03/09/2022;2022;9;7:56:00;Fallo climatizacion;Vehiculo;Baja;FALSO;88;FALSO;28549
3079;429;10;10;2;17/09/2023;2023;9;13:02:00;Huelga parcial;Operacional;Alta;VERDADERO;125;VERDADERO;0
3080;45145;38;10;6;03/02/2024;2024;2;6:04:00;Huelga parcial;Operacional;Alta;VERDADERO;16;FALSO;0
3081;36166;5;19;8;30/04/2023;2023;4;10:00:00;Accidente grave;Seguridad;Critica;VERDADERO;100;VERDADERO;943241
3082;46192;35;21;5;15/09/2022;2022;9;14:42:00;Obras calzada;Externo;Media;FALSO;18;FALSO;0
3083;43339;38;24;1;29/01/2022;2022;1;9:11:00;Vandalismo;Seguridad;Media;FALSO;43;FALSO;68865
3084;21862;23;23;10;28/10/2023;2023;10;23:57:00;Vandalismo;Seguridad;Media;FALSO;5;FALSO;79304
3085;24212;21;21;4;12/03/2023;2023;3;19:01:00;Fallo electrico;Vehiculo;Alta;VERDADERO;90;VERDADERO;38198
3086;10366;35;7;8;06/03/2023;2023;3;11:20:00;Fallo climatizacion;Vehiculo;Baja;FALSO;19;FALSO;24494
3087;39273;4;18;5;29/08/2023;2023;8;19:32:00;Huelga parcial;Operacional;Alta;VERDADERO;5;FALSO;0
3088;33413;24;10;5;10/07/2023;2023;7;8:34:00;Condiciones meteo;Externo;Media;FALSO;8;FALSO;0
3089;20850;19;19;8;25/01/2024;2024;1;14:50:00;Obras calzada;Externo;Media;FALSO;15;FALSO;0
3090;16843;2;16;3;13/09/2022;2022;9;10:51:00;Pasajero enfermo;Servicio;Media;FALSO;83;FALSO;4946
3091;9999;4;4;7;06/11/2023;2023;11;22:51:00;Condiciones meteo;Externo;Media;FALSO;21;FALSO;0
3092;23187;4;4;5;06/06/2024;2024;6;11:10:00;Pasajero enfermo;Servicio;Media;FALSO;5;FALSO;800
3093;7498;23;23;1;11/01/2022;2022;1;12:20:00;Condiciones meteo;Externo;Media;FALSO;14;FALSO;0
3094;5460;1;1;2;12/01/2023;2023;1;11:20:00;Fallo climatizacion;Vehiculo;Baja;FALSO;5;FALSO;2548
3095;4574;39;11;4;06/03/2024;2024;3;7:25:00;Vandalismo;Seguridad;Media;FALSO;26;FALSO;29638
3096;8172;25;25;6;21/11/2024;2024;11;9:41:00;Fallo electrico;Vehiculo;Alta;VERDADERO;5;FALSO;19942
3097;33840;31;17;4;06/06/2022;2022;6;8:03:00;Retencion trafico;Externo;Baja;FALSO;6;FALSO;2221
3098;23589;28;14;1;30/08/2023;2023;8;6:40:00;Fallo electrico;Vehiculo;Alta;VERDADERO;70;VERDADERO;148386
3099;41913;40;26;8;04/07/2023;2023;7;10:56:00;Accidente grave;Seguridad;Critica;VERDADERO;70;FALSO;903849
3100;7295;30;16;1;07/08/2023;2023;8;19:25:00;Accidente leve;Seguridad;Alta;VERDADERO;98;VERDADERO;205699
3101;25914;1;15;3;01/11/2022;2022;11;12:42:00;Pinchazo;Vehiculo;Media;VERDADERO;7;VERDADERO;9912
3102;16358;21;7;3;19/04/2022;2022;4;9:23:00;Fallo climatizacion;Vehiculo;Baja;FALSO;18;FALSO;6401
3103;36330;1;15;9;12/05/2022;2022;5;15:12:00;Accidente leve;Seguridad;Alta;VERDADERO;23;VERDADERO;18205
3104;46763;18;4;9;12/06/2022;2022;6;19:17:00;Fallo electrico;Vehiculo;Alta;VERDADERO;37;VERDADERO;132696
3105;13264;35;21;6;26/10/2022;2022;10;10:14:00;Pasajero enfermo;Servicio;Media;FALSO;12;FALSO;8116
3106;33511;38;24;5;10/04/2024;2024;4;14:43:00;Retencion trafico;Externo;Baja;FALSO;9;FALSO;3258
3107;44106;7;7;3;09/12/2024;2024;12;7:05:00;Vandalismo;Seguridad;Media;FALSO;18;FALSO;2610
3108;11193;22;22;10;14/11/2023;2023;11;22:37:00;Pasajero enfermo;Servicio;Media;FALSO;6;FALSO;2291
3109;27639;4;4;7;02/12/2022;2022;12;9:55:00;Huelga parcial;Operacional;Alta;VERDADERO;6;VERDADERO;0
3110;35306;27;27;4;12/03/2023;2023;3;10:10:00;Accidente leve;Seguridad;Alta;VERDADERO;5;VERDADERO;248857
3111;17715;34;20;5;04/09/2024;2024;9;8:10:00;Retencion trafico;Externo;Baja;FALSO;21;FALSO;150
3112;32664;31;17;7;07/02/2023;2023;2;21:01:00;Pasajero enfermo;Servicio;Media;FALSO;10;FALSO;206
3113;13168;23;9;4;14/06/2022;2022;6;16:53:00;Obras calzada;Externo;Media;FALSO;9;FALSO;0
3114;25291;8;8;1;12/12/2022;2022;12;8:05:00;Retencion trafico;Externo;Baja;FALSO;5;FALSO;3169
3115;27402;19;19;9;04/12/2022;2022;12;19:57:00;Retencion trafico;Externo;Baja;FALSO;97;FALSO;1945
3116;12458;27;27;10;16/09/2022;2022;9;0:50:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
3117;2186;3;3;6;25/02/2024;2024;2;8:21:00;Obras calzada;Externo;Media;FALSO;16;FALSO;0
3118;37088;3;17;1;11/07/2023;2023;7;12:30:00;Condiciones meteo;Externo;Media;FALSO;28;FALSO;0
3119;21359;24;24;3;04/07/2023;2023;7;17:49:00;Vandalismo;Seguridad;Media;FALSO;5;FALSO;69958
3120;40554;25;11;10;27/05/2023;2023;5;2:47:00;Accidente grave;Seguridad;Critica;VERDADERO;22;FALSO;740523
3121;25254;13;27;1;19/07/2023;2023;7;16:31:00;Fallo climatizacion;Vehiculo;Baja;FALSO;5;FALSO;21047
3122;2495;18;4;1;25/12/2022;2022;12;14:36:00;Obras calzada;Externo;Media;FALSO;5;FALSO;0
3123;11033;30;2;3;22/08/2024;2024;8;13:24:00;Accidente leve;Seguridad;Alta;VERDADERO;5;FALSO;234026
3124;13612;5;5;9;14/07/2022;2022;7;18:22:00;Huelga parcial;Operacional;Alta;VERDADERO;97;VERDADERO;0
3125;26445;28;14;7;20/08/2022;2022;8;20:13:00;Obras calzada;Externo;Media;FALSO;20;FALSO;0
3126;41258;15;15;9;08/01/2024;2024;1;7:00:00;Accidente grave;Seguridad;Critica;VERDADERO;18;VERDADERO;752434
3127;11763;4;4;9;06/07/2023;2023;7;11:53:00;Accidente grave;Seguridad;Critica;VERDADERO;5;VERDADERO;407154
3128;5236;29;1;5;29/08/2024;2024;8;9:03:00;Fallo climatizacion;Vehiculo;Baja;FALSO;5;FALSO;26274
3129;5764;11;25;3;10/02/2022;2022;2;10:48:00;Pinchazo;Vehiculo;Media;VERDADERO;30;FALSO;27877
3130;19733;36;22;5;27/02/2024;2024;2;7:51:00;Vandalismo;Seguridad;Media;FALSO;5;FALSO;13784
3131;39018;1;15;9;03/03/2023;2023;3;18:19:00;Pinchazo;Vehiculo;Media;VERDADERO;11;VERDADERO;17868
3132;36079;2;16;4;10/02/2022;2022;2;22:21:00;Accidente leve;Seguridad;Alta;VERDADERO;40;VERDADERO;349643
3133;44768;39;25;1;16/05/2023;2023;5;14:10:00;Obras calzada;Externo;Media;FALSO;12;FALSO;0
3134;28281;16;2;9;14/02/2024;2024;2;10:10:00;Fallo electrico;Vehiculo;Alta;VERDADERO;67;VERDADERO;165892
3135;46355;30;16;9;02/08/2023;2023;8;14:23:00;Huelga parcial;Operacional;Alta;VERDADERO;118;FALSO;0
3136;42759;4;4;1;19/06/2024;2024;6;10:16:00;Fallo climatizacion;Vehiculo;Baja;FALSO;9;FALSO;5518
3137;48921;34;6;2;24/09/2024;2024;9;6:15:00;Vandalismo;Seguridad;Media;FALSO;16;FALSO;5967
3138;47079;40;12;8;30/08/2022;2022;8;20:40:00;Vandalismo;Seguridad;Media;FALSO;15;FALSO;26677
3139;18152;9;9;5;19/09/2023;2023;9;11:20:00;Averia mecanica;Vehiculo;Alta;VERDADERO;12;VERDADERO;26133
3140;41441;30;2;8;06/07/2023;2023;7;21:37:00;Fallo electrico;Vehiculo;Alta;VERDADERO;10;VERDADERO;144198
3141;18347;36;8;3;11/12/2023;2023;12;22:43:00;Retencion trafico;Externo;Baja;FALSO;29;FALSO;364
3142;21523;20;20;3;10/03/2024;2024;3;6:04:00;Vandalismo;Seguridad;Media;FALSO;20;FALSO;15908
3143;39093;34;6;1;28/01/2023;2023;1;19:01:00;Pasajero enfermo;Servicio;Media;FALSO;30;FALSO;5946
3144;29609;42;14;9;12/05/2024;2024;5;13:49:00;Accidente leve;Seguridad;Alta;VERDADERO;52;FALSO;180415
3145;19137;28;14;7;05/07/2022;2022;7;20:40:00;Condiciones meteo;Externo;Media;FALSO;10;FALSO;0
3146;9385;20;6;2;24/09/2022;2022;9;6:37:00;Accidente leve;Seguridad;Alta;VERDADERO;43;VERDADERO;92134
3147;21113;30;2;5;11/09/2023;2023;9;20:26:00;Fallo electrico;Vehiculo;Alta;VERDADERO;43;FALSO;63625
3148;43031;24;24;5;27/04/2022;2022;4;12:00:00;Fallo climatizacion;Vehiculo;Baja;FALSO;14;FALSO;10157
3149;16159;32;4;3;31/03/2022;2022;3;11:00:00;Fallo climatizacion;Vehiculo;Baja;FALSO;22;FALSO;5666
3150;24593;24;10;6;22/03/2022;2022;3;19:33:00;Accidente grave;Seguridad;Critica;VERDADERO;15;VERDADERO;1369585
3151;27462;37;23;7;16/12/2022;2022;12;21:20:00;Accidente grave;Seguridad;Critica;VERDADERO;15;FALSO;1409318
3152;10167;4;4;2;20/02/2023;2023;2;11:30:00;Vandalismo;Seguridad;Media;FALSO;5;FALSO;34682
3153;34916;15;1;4;10/11/2024;2024;11;10:20:00;Fallo climatizacion;Vehiculo;Baja;FALSO;32;FALSO;6777
